context	label
Because the bus drivers were on strike, the commuters travelled by army lorry.	1
The commuters travelled by army lorry because the bus drivers were on strike.	1
Although Mr D'Arcy disliked Mrs Bennet he married Elizabeth.	1
In spite of his dislike of Mrs Bennet, Mr D'Arcy married Elizabeth.	1
If Emma had left Hartfield, Mr Woodhouse would have been unhappy.	1
Did Captain Wentworth write a letter to Anne Elliott?	1
Write a letter to Anne Elliott.	1
Because did Marianne love Willoughby, she refused to.	0
If did Emma leave Hartfield, Mr Woodhouse would be unhappy.	0
When did Fanny return, she found Tom Bertram very ill.	0
The cottage which did Mrs Dashwood accept was rather small.	0
Catherine feared that was the Abbey haunted.	0
The girls wondered who Mr Bennet had received in his library.	1
We were wondering who did you meet at the conference.	1
She said that in came Aunt Norris.	1
She said that into the room came Aunt Norris.	1
The person who in came at that moment was Aunt Norris.	0
Because in came Aunt Norris, Fanny stopped talking.	0
When in came Aunt Norris, Fanny stopped talking.	0
Because into the room came Aunt Norris, Fanny stopped talking.	0
When into the room came Aunt Norris, Fanny stopped talking.	0
Never had Sir Thomas been so offended.	1
The person who never had he been so offended was Sir Thomas.	0
Because never had Sir Thomas been so offended, even Mr Yates left.	0
When never had Sir Thomas been so offended, Mr Yates left.	0
Dr Jones habitually ate too much rich food, didn't he?	1
We realised that Dr Jones died because he ate too much rich food, didn't he?	0
The person who ate too much rich food didn't he was Dr.	0
Because Dr Jones ate too much rich food didn't he, he died of apoplexy.	0
When Dr Jones died of apoplexy didn't he, Mary Crawford went to live with his wife.	0
Fanny stopped talking because in came Aunt Norris.	1
Because in came Aunt Norris Fanny stopped talking.	0
Mr Yates left because never had Sir Thomas been so offended.	1
Because never had Sir Thomas been so offended, Mr Yates left.	0
Fanny stopped talking when in came Aunt Norris.	0
When in came Aunt Norris Fanny stopped talking.	0
Fanny continued talking although in came Aunt Norris.	0
Although in came Aunt Norris, Fanny continued talking.	0
Fanny had just stopped talking when in came Aunt Norris.	1
Fanny regretted talking to Mary.	1
Henry wanted to marry Fanny.	1
Mrs Bennet having taken the others upstairs, Mr Bingley proposed to.	1
All Mr Collins does is praise Lady de Bourg.	1
Lady de Bourg tried to persuade Elizabeth to renounce Mr D'Arcy.	1
Henry wanted to have married Fanny before Edmund returned.	1
Fanny regretted having talked to Mary.	1
What Mr Collins is doing is praising Lady de Bourg.	1
Fanny regretted being talking to Mary.	0
All Mr Collins has done is have praised Lady de Bourg.	0
Julia and Maria wanted to be allowed to perform a play.	1
Edmund wanted Fanny to be able to ride a horse.	1
Henry wanted to possibly marry Fanny.	0
Fanny loved talking to Mary.	1
Slamming the door, he ran down the steps.	1
He was knowing the country well.	0
When ripe, these apples will be delicious.	1
The tigers hunt prey at night.	1
Fiona hoped to meet the Prime Minister.	1
Arthur tried to bake a cake.	1
Fiona persuaded Arthur to bake a cake.	1
Susan wanted Jane to study German.	1
Ayala went to the ball and chatted to Jonathan Stubbs.	1
Ayala went to the ball and Jonathan Stubbs chatted to.	0
Ayala went to the ball and was chatted to by Jonathan Stubbs.	1
All the Beatles came to Merle Park.	1
The Beatles all came to Merle Park.	1
Both Jane and Elizabeth were at home.	1
Jane and Elizabeth were both at home.	1
Larry hunted all the foxes.	1
Larry all hunted the foxes.	0
Larry hunted the foxes all.	0
George built both the houses.	1
George both built the houses.	0
George built the houses both.	0
All the foxes were hunted by Larry.	1
Augusta blamed herself for what happened.	1
These documents Elizabeth is checking at this very moment.	1
Louise broke the cup.	1
Alison drove the car.	1
Martha chewed the bread.	1
The cup was broken by Louise.	1
The car was driven by Alison.	1
The bread was chewed by Martha.	1
These fields were marched over by all the armies of Europe.	1
How is someone to chat to a girl if she does not go out?	1
All the armies of Europe marched over these fields.	1
Ayala sent back the diamond necklace.	1
Ayala sent the diamond necklace back.	1
Ayala sent her cousin the diamond necklace.	1
Ayala sent back her cousin the diamond necklace.	0
Tatiana wrote to Onegin.	1
Frank bought a piano for Jane.	1
Lucy sent a letter to Jane.	1
Lucy sent Jane a letter.	1
The company sent China its senior mining engineers to help plan the new mines.	1
The experts attributed Raphael this picture.	0
I forwarded Winifred the letter.	0
The manager presented the foreman a gold watch.	0
Kick John the ball.	0
The critics ascribe Shakespeare this play.	0
Who did John send a book to?	1
To whom did John send a book?	1
What place did you travel to?	1
To what place did you travel?	1
What place did John send the book?	1
Who was the book sent by John.	0
What place was the book sent by John?	0
Only to the best students would he give this book.	1
Only the best students would he give this book.	0
Only to Glasgow would he go by train.	1
Only Glasgow would he travel by train.	0
It is to the best students that he gives this book.	1
It is the best students he gives this book.	0
It is to Ireland that he is going.	1
It is Ireland that he is going.	0
He told her the whole story.	1
She told him the whole story.	1
The other plan she rejected out of hand.	1
The vase got broken that Sheila had brought all the way from.	1
The plan was rejected out of hand that traffic should be banned.	1
Norman Lemming jumped off the cliff and William Lemming did so too.	1
Norman Lemming jumped off the cliff and so did William Lemming.	1
Harriet couldn't marry Mr Knightley but Emma could.	1
What Harriet did was marry Mr Martin.	1
Marry Mr Martin was what Harriet did.	1
Emma insulted Miss Bates and annoyed Mr Knightley.	1
Harriet swooned.	1
The book is astonishingly boring.	1
The Ethel we all know and love wishes to ask you some awkward questions.	1
Golfers can be good company.	1
Enthusiastic golfers with large handicaps can be good company.	1
These enthusiastic golfers that I met at the nineteenth hole can be good company.	1
Golfer who is in training has a pretty powerful swing.	0
Memo ate the spaghetti.	1
Memo liked lasagna.	1
Emma made Harriet her friend.	1
The quiche and I were cooking.	1
Erika made her mother an omelet and the kitchen a mess.	1
Bill went to London on Monday.	1
Bill went on Monday to London.	1
My brother lives near Strasbourg.	1
Near Strasbourg my brother lives.	1
He planted the garden with roses last November.	1
He planted the garden last November with roses.	1
The baby chewed the biscuit.	1
The baby is heavy.	1
What the baby did was chew the biscuit.	1
The baby was chewing the biscuit.	1
Chew the biscuit!	1
Hartfield House is in Surrey.	1
Mr Knightley rode to Kingston.	1
Eleanor and Marianne travelled from Shropshire.	1
Frank gave a piano to Jane Fairfax.	1
Jane Fairfax received a piano from Frank.	1
The thief smashed the window with a hammer.	1
Captain Wentworth recovered the property for Mrs Smith.	1
The window was broken by a hammer.	1
Wren built St Paul's Cathedral.	1
Siobhan burnt a pattern on the piece of wood.	1
The dog dug a hole in the lawn.	1
The vase stood on the table in the hall.	1
Imogen took the vase to her mother's.	1
Imogen broke the vase.	1
Sue knows the answer.	1
The answer is known to Sue.	1
Jim was happily chopping logs.	1
Jim was chopping logs when Margaret left and was still at it when she got back.	1
Jim was enthusiastically chopping logs.	1
Captain Oates died in order to save his comrades.	1
This arch supports the weight of the tower.	1
What this arch does is support the weight of the tower.	1
This arch is supporting the weight of the tower.	1
The computer is playing six simultaneous games of three dimensional chess.	1
The intense cold killed the climbers.	1
The climbers were killed by the intense cold.	1
The climbers were killed with the intense cold.	1
Catriona opened the door with this key.	1
The visas are with the passports.	1
Sally went to the party with Andrew.	1
Alan made the loaf with strong white flour.	1
The builders made the wall with concrete blocks.	1
The gardener planted roses in the garden.	1
It was roses that the gardener planted in the garden.	1
It is the garden that the gardener planted with roses.	1
Roses are certain to be planted in the garden by the gardener.	1
The garden is certain to be planted with roses by the gardener.	1
Helen sent a scarf to Jim for Margaret.	1
What happened was they went home.	1
What happened was they knew his parents.	0
We are knowing this theory.	0
They're believing everything you say.	1
You'll soon be owning all the land round here.	1
What she did was e-mail all her friends.	1
What she did was know this theory.	0
What she did was be very cold.	0
What she did was own all the land round here.	0
Harriet talked to Emma for hours.	1
The dog chased the cat for days.	1
Harriet told Emma the whole story.	1
The dog caught the cat.	1
The beaver built a dam.	1
Anne played the tune on the piano.	1
Jane was playing the piano.	1
Jane played the piano.	1
Tess was knocking at the door.	1
Tess knocked at the door.	1
Frank Churchill was crossing the street.	1
Jane is visiting Emma.	1
Jane visits Emma.	1
Tess is knocking at the door.	1
Tess knocks at the door.	1
Frank Churchill is crossing the street.	1
Frank Churchill crosses the street.	1
Real play Valencia next Sunday.	1
I leave for Paris next week.	1
The volcano erupts on Tuesday.	0
The Minister has arrived.	1
I've been at work for six hours.	1
Have you ever visited Doubtful Sound?	1
There was an attack yesterday.	1
Emma and Harriet were attacked by those bandits.	1
Those bandits attacked Emma and Harriet yesterday.	1
The vase was smashed deliberately.	1
The sheep got infected with scrapie.	1
The fans were deliberately provoked by a rival group.	1
The fans got deliberately provoked by a rival group.	1
Six students got shot accidentally.	1
Some gifts get used a dozen or so times a year.	1
Can't you see I'm reading?	1
People go hunting in the Autumn.	1
We spent yesterday cooking.	1
She buys for Harrods.	1
I saw and he chops.	1
This sweater washes well.	1
This book reads well.	1
These cars sold very quickly last week.	1
It will take years for the Mersey to clean.	1
The course is jumping well.	1
One bomb didn't guide and crashed.	1
Fiona may be here by 5 o'clock.	1
If Fiona is here by 5 o'clock, we can go to the party.	1
It's high time Fiona got a job.	1
It's high time Fiona gets a job.	0
Pat is either stupid or a liar.	1
Pat is a Republican and proud of it.	1
Pat is healthy and of sound mind.	1
Pat is either asleep or at the office.	1
That was a rude remark and in very bad taste.	1
Sandy is either a lunatic or under the influence of drugs.	1
I am hoping to get an invitation and optimistic about my chances.	1
I am neither an authority on this subject nor trying to portray myself as one.	1
Pat was neither recommended for promotion nor under any illusions about what that meant.	1
Pat has become a banker and very conservative.	1
I consider that a rude remark and in very bad taste.	1
The scene of the movie was in Chicago.	1
The scene of the movie and that I wrote was in Chicago.	0
John sang beautifully.	1
John sang a carol.	1
John sang beautifully and a carol.	0
Kim sang and Sandy danced.	1
Kim and Sandy met.	1
Kim sang and was accompanied by Sandy.	1
The irritating and a bully man was my brother.	0
Soon irritating and a bully started shouting again.	0
Kim was a banker.	1
Dana was quite competent.	1
Leslie was in the flood zone.	1
Ronnie was talking to Lou.	1
Jean was given a prize.	1
Pat has become a Republican.	1
Gerry became quite conservative.	1
Connie has become of the opinion that we should get out.	0
Tracy became awarded a prize.	0
Chris will become talking to colleagues.	0
Pat became a republican and quite conservative.	1
Tracy has become a republican and of the opinion that we must place nuclear weapons in Europe.	0
Chris became quite conservative and trying to change their minds.	0
Gerry became a republican and awarded a prize.	0
We walked slowly and with great care.	1
They wanted to leave tomorrow or on Tuesday.	1
We are open Saturdays, any national holiday, and on alternate.	1
Kim alienates cats and beats his dog.	1
Kim alienates cats and beat his dog.	1
Kim alienated cats and beats his dog.	1
Kim alienated cats and beat his dog.	1
Kim alienated cats and beaten his dog.	0
Kim beating his dog and alienates cats.	0
Kim to beat his dog and alienated cats.	0
Kim beaten his dog and alienates cats.	0
Which student's grades went unreported?	1
They found pictures of themselves.	1
Who did you say my talking to would bother Hilary?	0
Who did you say my talking to would bother?	1
Which article did Terry file without reading?	1
Which books did Robin read and hate?	1
Which books did Robin talk to Chris and read?	0
Which books did Robin read and talk to Chris?	0
Who did Robin visit and?	0
They talked to Kim and to each other.	1
He hated himself and his friends.	1
They were wary of themselves and of each other.	1
They asked which students and which teachers would get along together.	1
We called up every man whose father and whose mother had played on the team.	1
I went to the store and bought some whiskey.	1
She's gone and ruined her dress now.	1
I've got to try and find that screw.	1
She goes and buys some whiskey.	1
I have gone and bought some whiskey.	1
I will go and buy some whiskey.	1
I will try and buy some whiskey.	1
I have gone and buys some whiskey.	0
To go and buying whiskey is not the solution to your problem.	0
I will go and bought some whiskey.	0
I tried and buy some whiskey.	0
I was trying and buying some whiskey.	0
What did you say I went and get?	0
What did you say I go and got?	0
I went to the store and I bought some whiskey.	1
I've got to try and I've got to find that screw.	1
I both went to the store and bought some whiskey.	1
I've got to both try and find that screw.	1
Here's the whiskey which I went to the store and bought.	1
Which dress has she gone and ruined now?	1
The screw which I've got to try and find holds the door to the frame.	1
Either we Americans or I myself will get ourselves in trouble.	1
Either you or I will incriminate ourselves.	1
You and I may incriminate ourselves.	1
We Americans and the British pamper ourselves.	1
You British and you Americans pamper yourselves.	1
You British or you Americans will get yourselves in trouble.	1
You and Kerry have outdone yourselves.	1
You or Kerry have perjured yourselves.	1
The boys and the girls seem happy.	1
The boys and the girls seems happy.	0
Either the boys or the girls are going to be there.	1
The students and Professor Swansong are meeting in the park.	1
Either Professor Swansong or the graduate students are going to proctor the exam.	1
Either Dana or Lee is going to lead the parade.	1
Kim and Terry are happy.	1
Either the boys or the girls is going to be there.	0
The students and Professor Swansong is meeting in the park.	0
Either Professor Swansong or the graduate students is going to proctor the exam.	0
Either Dana or Lee are going to lead the parade.	1
Kim likes Sandy, and Lee Leslie. to try to go to Rome.	1
Pat wanted to try to go to Berne, and Chris to go to Rome. to Rome.	1
Kim went to the store, and then Lou.	1
Some people go by car, but others by bike.	1
Some people like bagels, but others cream cheese.	1
On weekdays, Terry eats meat and vegetables, but on weekends, only vegetables.	1
John drinks coffee at 11, and Mary, tea at 10:30.	0
John gave the books to Mary at Christmas, and the records to Sue for her birthday.	1
John talked to his supervisor about his thesis, and Erich to the dean about department politics.	1
A businessman will drink a martini to relax, and a health nut, a glass of wine, just to remain healthy.	1
John left at 11 and at 12, Bill.	0
John left his office at 11 and at 12, the library.	1
A policeman walked in at 11, and at 12, a fireman.	1
Two days ago, we went out to dinner, and this afternoon, to the movies.	1
On this table, they put a lamp, and on that table, a radio.	1
John didn't see Mary and Bill Sue.	0
John didn't give the books to Mary and the papers to Sue.	1
Kim likes Sandy, and Lee to Leslie.	0
Pat wanted to go to Berne, and Chris going to Rome.	0
Kim gave a dollar to Bobbie and a dime into his pocket.	0
Kim likes Lee, and to Ronnie.	0
Kim likes Sandy and Lee likes to Leslie.	0
Leslie is rather foolish, and Lou a complete idiot.	1
Kim seems to be just surviving, and Terry in dire need of our help.	1
We consider Leslie rather foolish, and Lou a complete idiot.	1
Pat has become crazy, and Chris an incredible bore.	1
Pat has become crazy, and Chris in good spirits.	0
I gave a book to John's mother and a magazine to him.	0
Pat remembered the appointment and that it was important to be on time.	1
That Goldstein appointed Heydrich and the implications thereof frightened many observers.	1
We talked about Mr. Colson and that he had worked at the.	1
You can depend on my assistant and that he will be on time.	1
Pat was annoyed by the children's noise and that their parents did nothing to stop it.	1
We talked about that he had worked at the White House.	0
You can depend on that he will be on time.	0
Pat was annoyed by that their parents did nothing to stop it.	0
We talked about the issues we had worked on as students and that our perspectives had changed over the years.	1
We talked about that our perspectives had changed over the years and the issues we had worked on as students.	0
That our perspectives had changed over the years and the issues we had worked on as students were the topics of discussion.	1
The clever snake disappeared into a hole in the ground.	1
Hole into disappeared ground the the in clever a little.	0
The snake clever disappeared into a hole in the ground.	0
This girl in the red coat will put a picture of Bill it on your desk before tomorrow.	0
This girl in the red coat will put a picture of Bill on your desk there before tomorrow.	0
This girl in the red coat one will put a picture of Bill on your desk before tomorrow.	0
This girl in the red coat will put a picture of Bill on your desk it before tomorrow.	0
This girl in the red coat will put a picture of Bill on your desk before tomorrow.	1
Bill will put a picture of this girl in the red coat on your desk before tomorrow.	1
She will put a picture of Bill on your desk before tomorrow.	1
Bill will put a picture of she on your desk before tomorrow.	0
Bill will put a picture of her on your desk before tomorrow.	1
Her will put a picture of Bill on your desk before tomorrow.	0
She her will put a picture of Bill on your desk before tomorrow.	0
Bill will put a picture of she her on your desk before tomorrow.	0
Clean your desk before tomorrow.	1
This girl will put a picture of Bill on your desk before tomorrow.	1
This boy must not go to school, and his father must not go to school either.	1
This boy must not go to France, but his father must go to France.	1
This actress must play in this movie and she will play in this movie.	1
Can Mary win the race and will Sue win the race too?	1
This girl will buy bread and so will that one buy bread.	1
The tourists will go to the park.	1
Will the tourists go to the park?	1
Some student from Australia speaks Chinese.	1
Does some student from Australia speak Chinese?	1
They would have been walking for hours.	1
Would they have been walking for hours?	1
This girl will not buy bread, will she buy bread?	1
Sean Penn can act well in many kinds of movies, can't he act well in many kinds of movies?	1
You will put a picture of Bill on your desk before tomorrow.	1
This girl in the red coat or you will put a picture of Bill on your desk before tomorrow.	1
No boys will put a picture of Bill on your desk before tomorrow.	1
This girl in the red coat but no boys will put a picture of Bill on your desk before tomorrow.	1
This girl in the red coat will put it and a picture of Bill on your desk before tomorrow.	1
This girl in the red coat will put a picture of Bill in the mailbox before tomorrow.	1
This girl in the red coat will put a picture of Bill on your desk after the dinner.	1
This girl in the red coat will put a picture of Bill on your desk after the dinner and before tomorrow.	1
This girl in the red coat will eat her breakfast before tomorrow.	1
This girl in the red coat will eat her breakfast before tomorrow and put a picture of Bill on your desk before tomorrow.	1
This girl in the red coat will eat her breakfast and will put a picture of Bill on your desk before tomorrow.	1
This girl in the red coat will put a picture of Bill on your desk.	1
This girl in the red dress must put a picture of Bill on your desk.	1
This girl in the red coat will and dress must put a picture of Bill on your desk.	0
This girl in the or on the red coat will put a picture of Bill on your desk.	0
John and Mary will play with Henry and with Sue.	1
They play unusual music, and I listen to unusual music.	1
They play and I listen to unusual music.	1
I love ice milk tea but you hate ice milk tea.	1
I love but you hate ice milk tea.	1
She may have thawed the roast and should have thawed the roast.	1
She may have and should have thawed the roast.	1
Smith loaned a valuable collection of manuscripts to the library, and his widow later donated a valuable collection of manuscripts to the library.	1
Smith loaned and his widow later donated a valuable collection of manuscripts to the library.	1
I borrowed large sums of money from the bank, and my sister stole large sums of money from the bank.	1
I borrowed and my sister stole large sums of money from the bank.	1
Put a picture of Bill on your desk, this girl in the red coat will put a picture of Bill on your desk before tomorrow.	0
Mary should know that you must go to the station.	1
That you must go to the station, Mary should know that you must go to the station.	1
This your, this girl in the red coat will put a picture of Bill on your desk before tomorrow.	0
Will Bill, this girl in the red coat will put a picture of Bill on your desk before tomorrow.	0
Red picture desk, this girl in the red coat will put a picture of.	0
Before your, this girl in the red coat will put a picture of Bill on your desk before tomorrow.	0
Girl in the red coat, this girl in the red coat will put a picture of Bill on your desk before tomorrow.	0
Will put a picture of Bill on your desk before tomorrow, this girl in the red coat will put a picture of Bill on your desk before tomorrow.	0
The red, this girl in the red coat will put a picture of Bill on your desk before tomorrow.	0
Of Bill on, this girl in the red coat will put a picture of Bill on your desk before tomorrow.	0
Will put, this girl in the red coat will put a picture of Bill on your desk before tomorrow.	0
Your desk before, this girl in the red coat will put a picture of Bill on your desk before tomorrow.	0
It is your notes that John wants to look at after class.	1
It is after class that John wants to look at your notes.	1
It is John who wants to look at your notes after class.	1
It was Ann who bought a first edition of Richard III for $1000.	1
It was a first edition of Richard III that Ann bought for $1000.	1
It was for $1000 that Ann bought a first edition of Richard III.	1
It is before tomorrow that this girl in the red coat will put a picture of Bill on your desk before tomorrow.	0
Mary saw the tall man coming from England.	1
it is the tall man coming from England that Mary saw the tall man coming from England.	0
Mary saw the tall man come from the back.	1
it is the tall man come from the back that Mary saw the tall man come from the back.	0
It is a picture of Bill that this girl in the red coat will put on your desk before tomorrow.	1
It is put a picture of Bill on your desk before tomorrow that this girl in the red coat will.	0
What John wants to look at now is your notes.	1
What Mary gave was a book to John.	0
What Mary donated was a lot of money to NPR.	0
It is to Cleveland that John drove the truck.	1
What John became was deadly afraid of flying.	1
It is deadly afraid of flying that John became.	0
John told us that he wants to quit school.	1
It is that he wants to quit school that John told us.	0
What John told us is that he wants to quit school.	1
John promised us to be gentle.	1
It is to be gentle that John promised.	0
Mary will arrive tomorrow.	1
It is arrive tomorrow that Mary will.	0
Henri wants the book which is on the top shelf.	1
What Henri wants is the book which is on the top shelf.	1
The spy became too friendly with his new contacts.	1
What the spy became was too friendly with his new contacts.	1
What this girl in the red coat will do is put a picture of Bill on your desk before tomorrow.	1
Henri wants to buy these books about cooking.	1
which books about cooking does Henri want to buy?	1
I sent it to you.	1
I sent to you it.	0
I sent to you recipes.	0
Bill's mother's friends are waiting at the restaurant.	1
Bill's mother's friends and John are waiting at the restaurant.	1
It was John that was waiting at the restaurant.	1
It was John Bill that were waiting at the restaurant.	0
It was John and Bill that were waiting at the restaurant.	1
I will eat spaghetti on Sunday with Marco.	1
I will speak to Hector about this.	1
I doubt that Mary reads mysteries.	1
He muttered that the visitors will leave.	1
The fact that John is snoring is informative.	1
The man that Mary saw knew me.	1
That the visiting team won the race could surprise them.	1
That is what you should see.	1
John knows that she left.	1
John knows whether she will come back.	1
John knows that she left and whether she will come back.	1
John knows that she left and John knows whether she will come back.	1
John asked whether she left.	1
I doubt if she kicks perfect goals every time.	1
They think that she can do it.	1
whether she left is most unclear.	1
That the girl put a picture there proves her guilt.	1
I prefer for the girl to put a picture there.	1
For the girl to put a picture there is what I prefer.	1
For the girl to put a picture there would surprise you.	1
I prefer for the girl to win.	1
I prefer for the girl to will win.	0
I prefer for the girl to wins.	0
Let's walk.	1
I run on the beach.	1
The three sunbathers went swimming.	1
I hope that Mary wins.	1
They know if Mary won.	1
I wonder whether Mary will win.	1
They prefer for Mary to leave.	1
John wonders whether Mary will win.	1
John wonders whether to win.	1
Whether she will win is a question Mary never considered.	1
Whether to win is a question Mary never considered.	1
I think that you will see that the girl will put a picture on your desk.	1
They understand that you will prefer for the girl to put a picture on your desk.	1
Mary cuts the paper easily.	1
The paper cuts easily.	1
That he won the race could surprise them.	1
That him won the race could surprise them.	0
For him to win the race would surprise them.	1
For he to win the race would surprise them.	0
John saw Mary.	1
Harry likes movies.	1
For Mary to leave on time is important.	1
Think about linguistics all night, she does think about linguistics all night.	0
Climb to the top, they do climb to the top.	0
John can go to the market on his bike.	1
Mary should buy some flowers on Sunday.	1
My niece could write me letters before her third birthday.	1
My nephew could write letters to his parents with a fountain pen.	1
John can go to the market quickly.	1
Mary should buy some flowers for her mother to arrange.	1
My niece could write me letters more faithfully.	1
John can quickly go to the market.	1
My niece could more faithfully write me letters.	1
John can go to the market to India.	0
Mary should buy some flowers some bread.	0
My niece could write me you letters.	0
My nephew could write letters the postcards to his parents.	0
John can go to the market on his bike on a truck.	1
Mary should buy some flowers on Sunday at 5 o'clock.	1
My nephew could write letters to his parents with a fountain pen with your help.	1
Pelé visited his uncle.	1
She sold the car to Sam for five dollars.	1
She ran the car on propane from Reno to Vegas.	1
The process changed the substance from solid to liquid to gas to energy.	1
We associated their subsidiaries with our corporate office.	1
I cycled around France.	1
Mary drank some beer in the barn from 6 to nine.	1
It was in the barn or it took place in the barn.	1
It was some beer or it took place some beer.	0
They wonder whether Mary will run.	1
They wonder about this.	1
They wonder.	1
I know that she runs.	1
I know.	1
I said that she runs.	1
I said that.	1
I said.	0
I prefer for Mary to run.	1
I prefer this.	1
I prefer.	0
I said for Mary to run.	1
I said this.	1
I put the book on the shelf.	1
I put the book.	0
I put.	0
Two ships appeared, arrived, remained, emerged.	1
Suddenly, there appeared two ships on the horizon.	1
Two inspectors from the INS appeared, arrived, remained, emerged.	1
The ice melts, breaks.	1
The door opens, closes.	1
They melted, broke the ice.	1
They opened, closed the door.	1
They cooked, thickened the soup.	1
I go, run, swim, jump, fly, crawl, dance, walk.	1
They went me, ran me, swam me, jumped me, flew me, crawled me, danced me, walked me.	0
I danced a dance.	1
He walked the walk.	1
The time elapsed slowly.	1
The time elapsed the day.	0
I see stars.	1
I see.	1
I liked Mary.	1
I liked.	0
They surrounded the fort.	1
They surrounded.	0
I gave the charity.	1
I gave money.	1
I gave.	1
I handed the ball to Reg.	1
I handed the ball.	0
I handed to Reg.	0
I handed.	0
John ate.	1
John knows.	1
John needed.	0
John criticized.	0
John saw.	1
John told.	1
The agency classified the documents.	1
The agency classified.	0
The war intensified the poverty.	1
This project is manageable.	1
it mattered on Sunday.	1
I saw John on Sunday.	1
I put the book on the desk on Sunday.	1
I saw John with a telescope.	1
It mattered with a telescope.	0
I covered the bread with butter.	1
I emptied it with butter.	0
Mary will complete her exam within an hour.	1
Mary will complete her exam for an hour.	0
The hiker will reach the top of the mountain within an hour.	1
The hiker will reach the top of the mountain for an hour.	0
Henri will paint the floor for an hour.	1
I will read linguistics for an hour.	1
the student left.	1
only the student left.	1
even the student left.	1
all the students left.	1
I saw the student.	1
I saw only the student.	1
I saw all the students.	1
John, who I saw yesterday, will visit us.	1
I saw the brilliant student.	1
I saw the brilliant one.	1
I saw the brilliant student with long hair.	1
I saw the brilliant one with long hair.	1
I saw the one with long hair.	1
I saw the physics student.	1
I saw the physics one.	0
I saw the student of physics.	1
I saw the one of physics.	0
I saw the student of physics with long hair.	1
The big student of physics with long hair in the library.	1
It is big.	1
It is with long hair.	1
It is of physics.	0
It is in the library.	1
They are intense.	1
They are intense of Bill.	0
They intensified.	1
They are special.	1
They are special of Bill.	0
They specialized.	1
She is proud.	1
she is the mother.	1
she is the mother of John.	1
They read the paper.	1
The paper is readable.	1
It is readable of the paper.	0
They are readable of the paper.	0
The driver of the car thinks that Mary should leave Dallas for Boise tomorrow.	1
Her little sister will disagree with her.	1
The girl he met at the departmental party will very surely call him.	1
Beavers build dams.	1
John will see you.	1
John thinks that Mary left.	1
John thinks Mary left.	1
John whispered that Mary left.	1
John will carefully study Russian.	1
John carefully studies Russian.	1
John studies carefully Russian.	0
I wonder if she will use paints.	1
Yes, she will.	1
Yes, she.	0
Yes, she will use.	0
I wonder if she used paints.	1
Yes, she did.	1
Yes, she used.	0
John will have been eating cake.	1
Mary won't have been eating cake, but John.	0
Mary won't have been eating cake, but John will.	1
Mary won't have been eating cake, but John will have.	1
Mary won't have been eating cake, but John will have been.	1
John will enthusiastically have been eating cake.	1
John will have enthusiastically been eating cake.	1
John will have been eating enthusiastically cake.	0
John will have been eating cake enthusiastically.	1
John studied carefully Russian.	0
John has carefully studied Russian.	1
John had carefully studied Russian.	1
John is carefully studying Russian.	1
John was carefully studying Russian.	1
John goes to school.	1
Goes John to school?	0
Mary thinks that Bill will come.	1
Mary thinks whether Bill will come.	0
Mary thinks for Bill to come.	0
Mary wonders whether Bill will come.	1
Mary wonders for Bill to come.	0
Mary prefers that Bill will come.	0
Mary prefers whether Bill will come.	0
Mary prefers for Bill to come.	1
I wonder has Mary worked for Microsoft.	1
I wonder whether Mary has worked for Microsoft.	1
I wonder whether has Mary worked for Microsoft.	0
I wonder has whether Mary worked for Microsoft.	0
Will John not go to school?	1
Has Henri not studied for his exam?	1
Did Sue not pass her exam?	1
Won't John go to school?	1
Shouldn't Mary taste the soup?	1
Hasn't Henri studied for his exam?	1
Isn't Bill sick?	1
Didn't Sue pass her exam?	1
Will not John go to school?	0
Should not Mary taste the soup?	0
Has not Henri studied for his exam?	0
Is not Bill sick?	0
Did not Sue pass her exam?	0
Sue put.	0
Henri arrived Bill.	0
Mary wonders that John said if Bill left.	0
Henri told Sue in the drawer that Bill put socks.	0
she will win the race.	1
her will the race.	0
Elmer finished the cake and John did too, finish the cake.	1
we need to provide two trees and.	1
we also need to explain the relation between these trees.	1
John not liked Mary.	0
John liked not Mary.	0
John did not like Mary.	1
John will endorse the treaty, but Georges will not endorse the treaty.	1
Will George indeed not endorse the treaty?	1
He will indeed not endorse the treaty.	0
He will indeed endorse the treaty.	1
He will not endorse the treaty; and indeed.	1
John thinks that Bill left.	1
John asked whether Bill left.	1
John was wondering whether to leave or not.	1
John was wondering whether to leave.	1
I read these big three books.	0
Mary sent.	0
Mary sent a book to Bill.	1
Mary send a book.	1
Mary sent Bill a book,….	1
Bill examined a book.	0
Sincerity examined a book.	0
We put.	0
We put a book on the table.	1
We think that Bill left.	1
We think for Bill left.	0
We think if Bill left.	0
We wonder whether Bill left.	1
We wonder if Bill left.	1
We wonder that Bill left.	0
John came in.	1
Then, John left.	1
He took his umbrella.	1
He hurt himself with it when he tried to open it.	1
The idiot can't even open an umbrella!	1
John hurt John with John's umbrella when John tried to open it.	0
John can't even open an umbrella!	1
John said he was sick.	1
The TA who graded him says that John did really well.	1
Himself should decide soon.	0
Mary wrote a letter to himself last year.	0
He should decide soon.	1
Mary wrote a letter to him last year.	1
Our rabbit and the neighbor's cat like each other.	1
The boys fought with each other.	1
Each of our rabbit and the neighbor's cat likes the other.	1
Each of the boys fought with the other boys.	1
the boy likes himself.	1
the boy likes herself.	0
the boy likes themselves.	0
the girls likes themselves.	1
